Fonte;Título;Empresa;Local;Link;Data;CargoAlvo
LinkedIn;"Desenvolvedor(a) Full-stack";"MK Solutions";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-mk-solutions-4057293336?position=21&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=lygBGUXR1brqXgWkFbPDFQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Junior FullStack Engineer";"WEX";"São Paulo, Brasil";https://br.linkedin.com/jobs/view/junior-fullstack-engineer-at-wex-4188541141?position=22&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=9ZIv4VCRYd7Xq4XQRcsaZg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor de back end";"xpert";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-de-back-end-at-xpert-empreendimentos-eletr%C3%B4nicos-ltda-4177801651?position=23&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=mBvm%2FfX8yk3TMyeJo2yT3w%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Fullstack";"W1 Consultoria";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-at-w1-consultoria-4175343098?position=24&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=Xdzz3%2BG%2F6yeR%2BCDoa3tO7Q%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Fullstack React/Node";"Final Level Co";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-fullstack-react-node-at-final-level-co-4181483639?position=25&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=Hi4fU1TSrvu9yO00HqmWOg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Full Stack";"Delinea EdTech";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-delinea-edtech-4191643070?position=26&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=5bNyi9%2FlYgGsofkZKN7OoA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor";"IT Corporation";"Agudos, SP";https://br.linkedin.com/jobs/view/desenvolvedor-at-it-corporation-4196541918?position=27&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=eSXo1lP0KNTFdewjHtL8qg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pessoa desenvolvedora Full Stack (IA) - Junior";"Grupo FCamara";"Brasil";https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-full-stack-ia-junior-at-fcamara-consulting-training-4203463820?position=28&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=n3jli%2B1Son31LjEcqAgYDQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Full-stack Developer";"Novatide Labs";"Brasil";https://br.linkedin.com/jobs/view/full-stack-developer-at-novatide-labs-4169596094?position=29&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=OkFVpngnTLJacBWPvVVMKA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Front-End Pleno";"Digital Growth";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-front-end-pleno-at-digital-growth-4060834650?position=30&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=ltQHPEuFc%2B9neZDx%2BC%2Bbtg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pool de Talentos - Desenvolvedor Front-end";"Peers Consulting + Technology";"Brasil";https://br.linkedin.com/jobs/view/pool-de-talentos-desenvolvedor-front-end-at-peers-consulting-%2B-technology-4153094183?position=31&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=LkmEJYlsKempVgsfRQPouw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor (a) Web Fullstack Golang e Angular Júnior | Remoto";"🔵🔴  Novare RH";"Curitiba, PR";https://br.linkedin.com/jobs/view/desenvolvedor-a-web-fullstack-golang-e-angular-j%C3%BAnior-remoto-at-%F0%9F%94%B5%F0%9F%94%B4-novare-rh-4147662475?position=32&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=xCJ8W3IgWpQJWZbl%2FSzS3w%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Frontend Software Engineer";"unico IDtech";"São Paulo, SP";https://br.linkedin.com/jobs/view/frontend-software-engineer-at-unico-idtech-3928442656?position=35&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=kkeNR6BfYKhhAKZ1T9Osww%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Frontend Pleno";"Frenet";"Birigui, SP";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-pleno-at-frenet-4151873120?position=36&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=t9pvjHK4Wy3YzL%2BIqTZ6jQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"São Paulo, SP";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182138985?position=37&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=mK8GpcHSizlTYTwjHhiKkw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"Curitiba, PR";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182142528?position=38&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=gOXscpjiL7o86QE4kNLsMA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"Rio de Janeiro, RJ";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182142529?position=39&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=nM%2Bh4qoHAXWJnRvOUq%2F1Kw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Full Stack Engineer";"Artisan";"Brasil";https://br.linkedin.com/jobs/view/full-stack-engineer-at-artisan-4072578190?position=40&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=vraDVtUMeLXE3CmXWnmZJQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"Porto Alegre, RS";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182145300?position=41&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=Puo4zV6TBFbrZ%2FGE42o3LQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Fullstack Engineer (Brazil)";"Athelas";"São Paulo e Região";https://br.linkedin.com/jobs/view/fullstack-engineer-brazil-at-athelas-4188472827?position=42&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=KLxrAtax1DhOCuPXR8ym8A%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Full Stack Software Engineer";"AltScore";"Brasília, DF";https://br.linkedin.com/jobs/view/full-stack-software-engineer-at-altscore-4133982974?position=43&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=LNghmjabN7kVG%2B6KUxZK4w%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"Belo Horizonte, MG";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182143334?position=44&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=ZYY9iCVvC6UkwzUZ8BI4XA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor a front end remoto";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-remoto-at-netvagas-4202528484?position=45&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=Gc2saKDoVhvI8IA%2Frtx5jQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Frontend PL | VNDA";"Olist";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-pl-vnda-at-olist-4189705611?position=46&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=ZOercgoWsOZW6FsR91PlAA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Full Stack Software Engineer";"TRACTIAN";"São Paulo, SP";https://br.linkedin.com/jobs/view/full-stack-software-engineer-at-tractian-%F0%9D%97%95%F0%9D%97%A5-4186659755?position=47&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=8y0LShbdATwx6ccAhd1abw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pessoa Desenvolvedora Web | Mobile PL";"Devio";"São Paulo e Região";https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-web-mobile-pl-at-devio-4198275178?position=48&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=TZogbDiJyB8slBAHhNYS%2FQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor FullStack";"Grupo Mooven";"São Paulo e Região";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-at-grupo-mooven-4137730619?position=50&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=xKvGJ7N3hP13oSWeg302CQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Fullstack PL - ERP";"Olist";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-pl-erp-at-olist-4189708519?position=51&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=oYCXSaX%2F5a8BxgCqmrz6pQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Front End Engineer W2 - Remote (575)";"Braintrust";"Brasil";https://br.linkedin.com/jobs/view/front-end-engineer-w2-remote-575-at-braintrust-4182661856?position=52&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=VgFasiE2%2B%2Fb%2FW5GzDXM%2BZQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Frontend Developer | Pleno (10511)";"Sensedia";"Brasil";https://br.linkedin.com/jobs/view/frontend-developer-pleno-10511-at-sensedia-4201270106?position=53&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=83HRX%2F%2FqOexY1d8VwCLApA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Full-Stack PL";"Indigo Hive";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-pl-at-indigo-hive-4166590445?position=54&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=fSMINZXtTgh7jLOcuT3pGA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor a frontend hub catalogo";"Netvagas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-frontend-hub-catalogo-at-netvagas-4203796018?position=55&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=oUk9cO7VdMM39y7mjAPNrg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Fullstack Engineer (Brazil)";"Commure";"Brasil";https://br.linkedin.com/jobs/view/fullstack-engineer-brazil-at-commure-4185643941?position=56&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=I6tsQba1%2F5Z7T41X%2ByohFQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"18 - Desenvolvedor(a) Full stack (.NET/Angular/React) - Pleno";"Develcode";"Caxias do Sul, RS";https://br.linkedin.com/jobs/view/18-desenvolvedor-a-full-stack-net-angular-react-pleno-at-develcode-4188767724?position=57&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=zyIi2U6Y%2BIOIVhg5C%2FPA%2Fg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Full Stack Pleno";"Premiersoft";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-pleno-at-premiersoft-4181482647?position=58&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=jw9faqv%2BBeJ%2FUH7vBHo%2FOQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) FrontEnd  Hub - Catálogo";"Olist";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-frontend-hub-cat%C3%A1logo-at-olist-4191849456?position=59&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=BxYV2ArgYpMd9cMSOoSXaA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor full stack";"Waytrack - Analytics CDP";"São Paulo, Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-at-waytrack-analytics-cdp-4198109410?position=60&pageNum=0&refId=yPyiPwyqmlrgZtSB8lEHWg%3D%3D&trackingId=SPwDOwSy0SQDpReOGdM8Uw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pessoa Desenvolvedora Front-End Júnior | Globoplay";"Globo";"Rio de Janeiro e Região";https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-front-end-j%C3%BAnior-globoplay-at-globo-4188601092?position=1&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=NxGLtu2hJM07uVllR3gx4Q%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"DESENVOLVEDOR(A)  FRONT END - JR (425676) - REMOTE";"KaBuM!";"Limeira, SP";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-jr-425676-remote-at-kabum%21-4131402785?position=2&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=z1q3xjSnJp78zXPoVh8rQg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Web Full-Stack Júnior";"Shopper.com.br";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-web-full-stack-j%C3%BAnior-at-shopper-com-br-4202834919?position=3&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=VMdlOL8SFqD03OC5jyeZgA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor WEB";"Agência AO4 - Comunicação e Tecnologia";"São José do Rio Preto, SP";https://br.linkedin.com/jobs/view/desenvolvedor-web-at-ag%C3%AAncia-ao4-comunica%C3%A7%C3%A3o-e-tecnologia-4171097694?position=4&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=rbGt7b5E9mwO37ZizS4TFg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Front-End - Remoto";"Aiko";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-front-end-remoto-at-aiko-4186796736?position=5&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=jq360AAIsuwTAJHe7f%2FmXg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor";"Gertel Telecom";"Santa Cruz do Sul, RS";https://br.linkedin.com/jobs/view/desenvolvedor-at-gertel-telecom-4196540982?position=6&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=vYdKWDGl%2BA5xElC0KaQgrQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor";"Plin";"Brasília, DF";https://br.linkedin.com/jobs/view/desenvolvedor-at-plin-4196552225?position=7&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=gjhQcP%2BIsitIU%2BGPOE2dCA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor de Software Jr (Fullstack) ID 201479";"Qintess";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-de-software-jr-fullstack-id-201479-at-qintess-4175351325?position=8&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=LNv0e2HWBDm8HZF3qm7t8g%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor FrontEnd";"Grupo Mooven";"São Paulo e Região";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-at-grupo-mooven-4113728220?position=9&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=6wKS6SxWOVGDAqvN6yEFUw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor de front-end";"Verai";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-de-front-end-at-verai-4195409534?position=10&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=ohQ730QBFi5w%2B6G4vrw1qg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pessoa Desenvolvedora Front End React (Banco de Talentos)";"Raro Labs";"Belo Horizonte, MG";https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-front-end-react-banco-de-talentos-at-raro-labs-4012158569?position=11&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=zj9Mt4ukp516oEcidYLn0g%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"DESENVOLVEDOR(A) FULLSTACK - JR (425674) - REMOTE";"KaBuM!";"Limeira, SP";https://br.linkedin.com/jobs/view/desenvolvedor-a-fullstack-jr-425674-remote-at-kabum%21-4191893724?position=12&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=l19yD8MXVwnHY7HY6w%2Fmkg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Associate Frontend Software Engineer";"Belvo";"São Paulo, SP";https://br.linkedin.com/jobs/view/associate-frontend-software-engineer-at-belvo-4183406899?position=13&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=1%2FvRM7kUTjQflQWkQaqVpA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Frontend Developer";"Shuffle Up";"Brasil";https://br.linkedin.com/jobs/view/frontend-developer-at-shuffle-up-4185214007?position=14&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=FdCK8yJb1JcUDdrEfVZJkQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor";"Plin";"Agudos, SP";https://br.linkedin.com/jobs/view/desenvolvedor-at-plin-4196548668?position=16&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=IE2ykNXvqfjMZ4qshX9wIA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Full Stack";"Nexaas";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-nexaas-4183438454?position=17&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=V6fj6RdHaw2qYnxUdVR5Gw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Analista desenvolvedor Front End";"Ibrowse Consultoria e Informática";"Belo Horizonte, MG";https://br.linkedin.com/jobs/view/analista-desenvolvedor-front-end-at-ibrowse-consultoria-e-inform%C3%A1tica-4167299839?position=18&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=FpQMf6UzmGsiYA6ULGcQPw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Junior Full-stack Developer (React.js + PHP)";"scandiweb";"Brasília, DF";https://br.linkedin.com/jobs/view/junior-full-stack-developer-react-js-%2B-php-at-scandiweb-4048970461?position=19&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=FjMnhzClU0nre6yRhl4A3g%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Junior FullStack Engineer";"WEX";"São Paulo, Brasil";https://br.linkedin.com/jobs/view/junior-fullstack-engineer-at-wex-4188541144?position=20&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=AabCi3tYLUrzvCuvgCOESg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Full-stack";"MK Solutions";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-mk-solutions-4057293336?position=21&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=wRpqJ6hw7s%2BdOxzZibxFxw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Junior FullStack Engineer";"WEX";"São Paulo, Brasil";https://br.linkedin.com/jobs/view/junior-fullstack-engineer-at-wex-4188541141?position=22&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=MrMqypzSnWi2H3EslzKu4w%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor de back end";"xpert";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-de-back-end-at-xpert-empreendimentos-eletr%C3%B4nicos-ltda-4177801651?position=23&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=OqCOrOucBHw%2BDHx9mAfzQw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Fullstack";"W1 Consultoria";"São Paulo, SP";https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-at-w1-consultoria-4175343098?position=24&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=ZtTFj5sl63feOM9OPPyxog%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Fullstack React/Node";"Final Level Co";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-fullstack-react-node-at-final-level-co-4181483639?position=25&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=nApDxsxZfYmZUIdr1I9NTA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor(a) Full Stack";"Delinea EdTech";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-at-delinea-edtech-4191643070?position=26&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=QpBm68YU5FVfLjdRwuhJVQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor";"IT Corporation";"Agudos, SP";https://br.linkedin.com/jobs/view/desenvolvedor-at-it-corporation-4196541918?position=27&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=bFdBBAGyUbILRYVBnxzd%2Bg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pessoa desenvolvedora Full Stack (IA) - Junior";"Grupo FCamara";"Brasil";https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-full-stack-ia-junior-at-fcamara-consulting-training-4203463820?position=28&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=cfKo0fTqeD6LchDgAlmseA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Full-stack Developer";"Novatide Labs";"Brasil";https://br.linkedin.com/jobs/view/full-stack-developer-at-novatide-labs-4169596094?position=29&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=7AAHkhxLJL9pr1dtd9ScKA%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Front-End Pleno";"Digital Growth";"Brasil";https://br.linkedin.com/jobs/view/desenvolvedor-front-end-pleno-at-digital-growth-4060834650?position=30&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=Gyf1ET9x7MtDlFEO3C6%2F8A%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Pool de Talentos - Desenvolvedor Front-end";"Peers Consulting + Technology";"Brasil";https://br.linkedin.com/jobs/view/pool-de-talentos-desenvolvedor-front-end-at-peers-consulting-%2B-technology-4153094183?position=31&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=MpzUl4FaEeygJDM2JM6YvQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor (a) Web Fullstack Golang e Angular Júnior | Remoto";"🔵🔴  Novare RH";"Curitiba, PR";https://br.linkedin.com/jobs/view/desenvolvedor-a-web-fullstack-golang-e-angular-j%C3%BAnior-remoto-at-%F0%9F%94%B5%F0%9F%94%B4-novare-rh-4147662475?position=32&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=1K9nezg72JJAIKYWWLc0Bw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Frontend Software Engineer";"unico IDtech";"São Paulo, SP";https://br.linkedin.com/jobs/view/frontend-software-engineer-at-unico-idtech-3928442656?position=34&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=%2FneRvOA9YHkKYFzKXt7FSQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Desenvolvedor Frontend Pleno";"Frenet";"Birigui, SP";https://br.linkedin.com/jobs/view/desenvolvedor-frontend-pleno-at-frenet-4151873120?position=36&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=7y6Cvp0OpL6jJQNrC1Jg1Q%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"São Paulo, SP";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182138985?position=37&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=zvnvljM9RRvD%2FHoAhRMiWg%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"Curitiba, PR";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182142528?position=38&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=PP5XxfMtRRIIMl6IoLkzHQ%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Full Stack Engineer";"Artisan";"Brasil";https://br.linkedin.com/jobs/view/full-stack-engineer-at-artisan-4072578190?position=39&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=Fud9ZGZUUQJCe9YKBwJWnw%3D%3D;08/04/2025;"Desenvolvedor Web"
LinkedIn;"Web Developer";"Canonical";"Rio de Janeiro, RJ";https://br.linkedin.com/jobs/view/web-developer-at-canonical-4182142529?position=40&pageNum=0&refId=jWw9Mxm7MjMgngyv%2BYcn0Q%3D%3D&trackingId=8PGH6uvkpPXGFGuiTHscIg%3D%3D;08/04/2025;"Desenvolvedor Web"
